Fly_Genesymbol	gut_control_1	gut_control_2	gut_control_3	gut_CG6295 RNAi-1_1	gut_CG6295 RNAi-1_2	gut_CG6295 RNAi-1_3		Rat_Genesymbol	IEC-6 cells_control_1	IEC-6 cells_control_2	IEC-6 cells_control_3	IEC-6 cells_ Liph_sh1_1	IEC-6 cells_ Liph_sh1_2	IEC-6 cells_ Liph_sh1_3	IEC-6 cells_ Liph_sh2_1	IEC-6 cells_ Liph_sh2_2	IEC-6 cells_ Liph_sh2_3
Doc1	0.815408551	1.086320966	0.648042306	1.308961661	0.935175184	1.067050848		Iyd	0	0	0	0	0	0	0	0	0.020047052
Doc2	0.111446156	0.254525441	0.114903353	0.211659465	0.132731261	0.100414031		Izumo1	0.032593825	0	0	0	0	0.015576447	0	0.015094018	0
Doc3	0.389161173	0.246884093	0.56841403	0.369549067	0.240326634	0.43412307		Izumo4	1.421818203	1.099975707	1.517381348	1.09739138	1.042357867	1.217770651	0.989284992	1.043236305	0.50686715
Dok	2.468763608	2.247870107	1.546207172	4.326081358	3.792270394	4.160709208		Jade1	5.604807607	7.089306416	4.924730718	5.202950072	7.475571418	5.529532784	3.501077963	2.516491038	3.69841805
Dop1R1	0.008504253	0.015106289	0.0134261	0.010094592	0.01181656	0.003831206		Jade2	7.476986577	10.17874146	9.175699192	13.96909993	10.55882989	14.86876413	4.868829081	4.297429441	5.936693751
Dop1R2	0	0	0	0.005694335	0	0		Jade3	2.138762473	2.632742934	2.712855358	4.178968863	3.673513639	3.466036765	1.664495764	1.227012804	1.514346446
Dop2R	0.00474213	0.004211775	0	0.004503147	0.01317827	0		Jag1	11.18727917	14.27426008	11.23962793	19.12379272	9.761667395	11.8057758	11.38970882	8.893440548	12.4979264
DopEcR	1.854647025	2.236893007	1.653626883	1.493919665	0.54147302	0.903799826		Jag2	3.281480048	3.407374754	4.38132638	2.889177305	4.002084937	3.606871547	2.902061646	2.504583594	2.634415599
Dot	11.46942779	11.40480156	10.54115405	11.98949578	14.17420278	13.20530777		Jagn1	40.57000401	33.85110114	37.13216665	34.33717986	35.06370356	38.00044225	34.94413646	40.06641476	29.7797519
Dp	20.58597586	17.64725643	17.44463662	26.40798357	22.95314203	25.64985053		Jak1	61.19262213	70.92938254	69.86069627	55.38161646	65.3917891	61.90370571	71.89477235	64.35910757	75.78678068
Dp1	115.8315783	128.1874764	118.4445907	109.466183	116.6958874	106.3731343		Jak2	12.57485237	14.88825703	12.93255266	14.24762067	13.21759196	12.68665292	19.98343162	16.86565432	21.7780276
Dpck	17.38032238	14.32316702	15.92406162	13.02981029	17.63763851	16.17877524		Jak3	5.306847661	5.327615734	3.197327243	2.940775783	2.089089521	4.343982817	2.69797324	2.915657711	3.093625799
Dph5	15.42815077	13.06874817	18.52485512	30.0311971	17.80078923	23.34956867		Jakmip1	0	0	0	0	0	0	0.004655963	0	0.004771031
Dpit47	11.82262932	11.66495106	12.77519322	16.26954762	16.27558157	16.3427151		Jakmip2	0	0	0	0	0	0	0	0	0
DppIII	48.51712826	48.01690577	37.72893711	56.07647972	68.20437938	70.98516053		Jakmip3	0	0.004672215	0.004833878	0.005151894	0	0.004722769	0	0	0
DptA	5.743714033	1.608031755	1.013802016	22.82487028	36.89685247	16.76295408		Jam2	2.02792459	1.860380071	1.018213069	2.233412207	1.79000722	6.578574411	0.47761248	0.36694112	0.565688915
DptB	14.00026819	0.857551072	2.862027567	7.400505188	17.18526591	9.569524256		Jam3	1.872291857	2.012465887	2.504781113	5.656147533	6.47393591	2.416617084	8.913434578	7.855305297	8.497542614
Dpy-30L1	9.833512934	10.49728547	9.425693112	9.248156817	11.99940137	12.05483036		Jaml	0	0.019983964	0	0.308499043	0.110466906	0.505004814	0.019522369	0.039149115	0.040009695
Dpy-30L2	0	0	0.237954666	0.050094629	0	0		Jarid2	3.28904988	3.989145243	3.63827995	3.089993378	2.405575314	3.114023122	3.782490441	3.333327581	4.158326896
Dr	0.157742726	0.032330981	0.109466606	0.115225498	0.056200432	0.087463184		Jazf1	0.113801275	0.161408941	0.190850124	0.186455466	0.433370169	0.202001925	0.473042025	0.414077178	0.515509531
Drak	17.620081	16.15447121	15.4808681	15.98589164	17.16229235	19.16270188		Jcad	2.174068913	2.447616824	1.91305282	1.579271834	3.021082608	1.310877001	4.451517855	3.196630794	4.896782713
Drat	71.11222818	38.21141409	27.98972488	22.9100273	50.73454327	105.8593826		Jdp2	12.00355133	10.50052387	12.77996937	8.318587816	10.40669437	16.26471052	11.55267653	13.16464909	11.65109293
Dredd	14.01452188	13.96077508	13.60810908	12.79175734	15.13168327	15.66558829		Jkamp	21.25762572	20.74623904	22.23354753	31.83242151	28.86488862	26.92560716	31.41390733	28.20047981	31.03432422
Dref	8.410016067	8.503678444	8.229022492	12.24548552	10.74677492	13.07605059		Jmjd1c	6.095819716	8.883183433	8.008778708	16.69671012	12.31734972	11.90430816	6.941253396	4.922931761	7.655202706
Drep1	2.718344112	0.753678768	1.180754704	4.548094382	1.851915165	3.356384463		Jmjd4	2.332407059	2.689078596	3.042322114	3.477126127	2.823209917	3.031058103	3.250633637	3.41091984	4.260543265
Drep2	1.085743078	0.318781663	0.291420342	3.203849821	0.486251803	1.564415023		Jmjd6	23.61802442	19.97965192	27.4644153	22.88270051	24.22371706	19.64568356	20.08414894	22.23588878	19.20964863
Drep4	1.717132872	1.896750892	1.549100398	2.548663454	2.40598605	2.522249125		Jmjd7	2.460651729	3.002827848	2.839262097	4.933784201	2.440377491	5.105767941	3.088883256	2.610168826	3.304571699
Drgx	0	0.036805471	0.018692458	0	0.028790265	0.018668957		Jmjd8	1.729905121	1.622849732	1.199287158	1.604834865	1.167621705	2.369479845	1.182732414	1.148046471	1.057243975
Drice	8.757929523	7.421640752	6.436704583	11.09384161	12.34022657	12.7413934		Jmy	2.288495358	3.388466088	1.779786246	3.312046385	2.537463725	4.283128021	2.39475276	2.015373478	2.74623417
Drip	34.99331568	37.66101742	35.04560897	32.8650233	28.627308	30.94873751		Josd1	27.77861486	27.81391028	27.83960034	30.22834431	25.79167433	33.63780122	27.82966067	27.44001998	25.1134791
Drl-2	0.005143872	0.004568586	0	0.004884642	0.0047649	0		Josd2	16.7166378	13.85921632	16.01335929	16.4254605	11.23995862	15.41520466	19.32038386	25.58990945	18.98772713
Dro	3.367667183	0.218855872	0.70395448	2.183966367	5.630418637	2.109208329		Jph2	0	0	0	0.016738164	0.050346058	0	0.029658184	0.066909302	0.037988949
Droj2	95.61259638	98.53752772	129.2608251	140.1007654	161.2532249	130.1564966		Jph3	0	0	0	0.015317461	0	0	0	0	0
Dronc	13.58513232	17.29337917	22.68143724	18.48974107	24.91227078	19.89746207		Jph4	0	0.006842179	0	0	0.015128817	0	0.02005241	0.04021203	0.041095975
Drp1	49.21322573	46.71079748	41.62134091	46.44600023	47.45777656	46.73473877		Jpt1	109.3843359	86.12216054	86.34571109	86.69491967	75.40227553	88.76955715	109.4460145	131.504604	92.88945242
Drs	45.52898409	7.10668939	13.78747456	5.014899516	23.9409773	12.68871581		Jpt2	34.4517522	37.26505742	39.23585713	22.62114605	31.99383938	23.29053612	28.08825527	26.22801517	27.71969586
Drsl2	14.04168972	0.991095061	0.251674575	2.207623661	5.857536409	3.93794451		Jrk	5.874966065	5.463021094	5.90129453	5.883254286	6.039672943	6.625125354	5.059956217	5.344161046	4.447332945
Drsl3	4.98898446	0.305587644	0.155199321	4.410832074	15.61722575	8.680235133		Jrkl	2.92122582	3.499435622	2.695049803	2.850676287	3.781880471	4.063920338	2.208649132	2.147153958	2.450196758
Drsl4	0.383481244	0	0	0	0.088807122	0		Jsrp1	0	0.015091229	0	0	0.016684191	0	0	0	0
Drsl5	0.595502124	0.831131229	0.383734585	0.242353411	1.103257706	0.689853852		Jtb	52.04428809	45.18336469	44.83932413	39.06334016	39.69876923	45.07017063	53.50519475	59.31588092	49.12046839
Dscam1	0.819833407	0.590896682	0.748120913	0.983508072	1.285025623	1.107484954		Jun	55.15229217	52.30628216	51.20226152	57.36176338	67.06687211	38.69358634	91.25366823	92.36309376	81.93662892
Dscam2	0.009596687	0.002130851	0.006493192	0.011391318	0.002222414	0.004323353		Junb	194.8896023	173.5750026	144.7210607	95.1347349	107.2893578	86.38807553	147.7154331	155.8455538	134.8368747
Dscam3	0.010913808	0.009693217	0.009845822	0.051818986	0.010109739	0.013111257		Jund	111.7851347	96.9647767	109.9710609	142.322843	92.38658539	125.0162125	120.2413421	141.661679	106.455218
Dscam4	1.749254564	1.664840557	1.856978606	2.010413372	2.287381009	1.752391713		Jup	220.4397998	224.2377495	195.9550394	166.8974982	126.2562086	202.1132905	193.2348109	200.7092987	205.4938989
Dsor1	14.85478227	12.81123963	11.36690524	15.92051303	13.96764731	15.81921673		Ka11	0.063104651	0.164090433	0.0463004	0.16448819	0.016491916	0	0.014572748	0.02922341	0
Dsp1	5.823667684	4.787539753	4.242114773	5.820604191	5.648407045	7.084265975		Kalrn	0.993333957	1.396089216	1.49205643	1.694632665	1.867423833	0.981757134	2.666429834	2.26995467	3.422776008
Dtg	4.046707614	2.232377268	2.267522547	4.654287091	6.216570613	5.548445753		Kank1	19.21934072	23.13213583	17.60801889	11.70242411	18.95213292	10.47020957	20.31692893	17.61929028	23.20266804
Duba	12.21730912	9.876109673	9.414764154	12.31068956	12.6256017	14.08007344		Kank2	38.21776222	40.43443661	35.32872758	47.10437333	34.39096347	44.06123525	32.20894361	30.57181514	35.40122562
Duox	1.311533163	0.08246743	0.078530391	2.303508005	0.12364095	1.003925246		Kank3	1.011421686	0.824097556	0.915768647	1.626693584	1.585963777	2.375633576	1.162867817	1.415116726	0.967544204
Dyb	11.66478724	8.845379404	6.912448029	10.03516182	8.050452854	9.289955496		Kank4	0.237008366	0.290944224	0.174911912	0.221101832	0.373815251	0.703436913	0.034567774	0.05776697	0.05903681
Dyrk2	9.342953604	7.448814453	6.793689751	8.213375837	6.119016806	6.818933452		Kansl1	14.70815321	16.30396577	14.19641375	19.86387947	15.38598664	17.14016923	12.62274525	11.50844468	13.9696725
Dyrk3	9.821482494	9.268668579	7.457777804	10.64447678	11.53570365	11.76027448		Kansl1l	0.644130338	0.825057988	0.706640694	1.08356293	1.108990512	0.765142077	0.751823657	0.663297214	0.817154516
Dys	12.27019713	12.91354237	13.98901859	13.11350943	13.45085718	10.93582255		Kansl2	42.76737098	42.93495125	47.04925516	53.07019555	55.819368	54.76361516	40.57038131	43.32174921	41.03284064
Dysb	3.628667147	3.123980082	2.912079279	2.600202948	4.248057709	4.152017575		Kansl3	10.01469352	9.709809449	10.03985923	14.43540687	11.46218998	11.33597303	10.09479476	10.23947582	9.863149488
E(Pc)	8.102223671	7.369447317	7.860634345	11.66980604	9.303004409	9.961278422		Kars	114.9688569	102.6662678	121.1088417	124.5442521	111.8469971	94.5616972	117.0690388	127.8797746	110.4258136
E(bx)	13.41085919	12.53904502	11.20264201	16.12166714	12.7759696	14.28002344		Kash5	0.250385614	0.214558929	0.168400814	0.155005226	0.130872718	0.074786371	0.122870719	0.275386409	0.214783144
E(spl)m2-BFM	0.032357482	0	0.029191095	0.0307268	0	0.116617579		Kat14	8.548252532	9.051498174	10.95426771	8.691751966	8.884384473	11.35070284	8.013650957	8.466925955	7.322323222
E(spl)m3-HLH	4.650848771	2.950501388	2.825697982	7.142956667	5.692978844	3.549061655		Kat2a	21.48715095	19.18518091	22.44222408	25.54597206	21.39156647	20.31623149	16.49939973	16.88768516	16.47725839
E(spl)m6-BFM	0.190644479	0.024188996	0	0.077587196	0.025228408	0.122694616		Kat2b	3.247165553	3.743848942	3.622406325	1.417327703	2.473812604	2.704681216	5.75134212	4.259426206	6.643758646
E(spl)m7-HLH	0.063067435	0.028007014	0	0	0.029210489	0		Kat5	30.10208909	25.23169301	26.2476189	28.17239165	24.71924703	28.478157	24.10922665	25.67523133	22.45160914
E(spl)malpha-BFM	4.076899156	2.15629151	3.967225246	7.786380092	6.407381292	3.9209642		Kat6a	10.38902873	16.72625125	16.47009266	21.83168111	20.15602642	19.385745	8.692986561	6.019576463	10.97399432
E(spl)mbeta-HLH	5.256006476	4.724422468	5.684294148	15.21391295	16.33678742	8.216173482		Kat6b	4.936773501	6.841930628	5.489164566	7.578434409	7.231883398	6.924478173	7.863727421	5.901181762	8.966222364
E(spl)mdelta-HLH	0.030568717	0	0	0.029028181	0	0.055085401		Kat7	33.04492949	33.68101784	37.26369001	35.65838865	36.86722634	36.22313163	26.12976043	25.1296334	25.85669169
E(spl)mgamma-HLH	0.03399134	0	0.091995207	0.032278317	0.062974095	0.153132578		Kat8	12.829166	11.90706164	11.42895299	10.87169534	9.853914992	13.39254457	7.496943689	7.702381404	7.596100472
E(var)3-9	4.262189358	3.759758089	3.204255644	6.663054694	5.076225063	7.079686159		Katna1	11.86614182	12.22887919	14.20942874	12.90256118	12.59322727	13.71026147	11.62804446	11.53752155	10.1288849
E(z)	7.971013795	6.976342307	5.94358075	9.103030547	6.770235093	8.218421497		Katnal1	1.853211632	1.934382781	1.161547203	1.564184536	1.425711665	1.073505171	1.978629051	2.348008325	1.792123124
E23	3.337772634	1.821418681	1.795839103	3.340890482	2.28407985	2.671406604		Katnal2	0	0.09611381	0.056822542	0.04542063	0.045539636	0.01387911	0.107307141	0.053797	0.09621425
E2f1	19.5752284	17.36463534	20.88153815	24.55552357	27.79094361	25.96314323		Katnb1	8.715295849	8.412969556	9.327376205	7.093946233	7.219577778	8.83023906	7.588058047	7.703183683	7.420196215
E2f2	6.14063229	4.808197192	4.144333516	8.915667896	6.433281948	8.975068294		Katnbl1	6.2947953	7.61950683	7.893604799	5.57146832	6.714451373	5.454697131	6.604387051	6.176613396	6.170764257
E5	0.116743112	0.090725832	0.210638098	0.055429872	0.310908628	0.105186638		Katnip	3.307275507	4.151187882	3.39904587	3.43085187	2.679317061	2.99721724	3.240379935	2.641057022	3.712269803
EAChm	0.627956612	0.383436967	0.106220068	0.298155104	0.472624974	0.318259572		Kazald1	2.248857128	2.364590019	0.774402309	0.450190616	0.846319037	2.235415573	0.565029147	1.149742156	0.527905698
ECSIT	5.587869553	4.838853969	4.852020877	4.996732074	5.585967964	5.349393026		Kazn	3.251696384	3.365930853	3.40279795	4.162938339	3.080261591	2.832977602	4.624931037	4.699197013	4.810746961
EDTP	15.66486196	10.48269388	8.200789255	13.77422647	11.20624124	14.56577063		Kb15	0	0	0.036851142	0.039275542	0.196892234	0	0	0	0
EMC1	39.27202646	39.82571896	38.67914061	43.09002415	45.71079528	44.87682317		Kbtbd11	0.005699602	0.01616795	0.033454755	0.053483565	0.053623697	0.021790518	0.021059331	0.010557814	0.005394948
EMC3	29.55271951	30.07058495	33.26803702	29.71058396	38.29586033	34.96277281		Kbtbd12	0.002635573	0.004984186	0	0.005495895	0.005510295	0.005038116	0.00486906	0.002441038	0.002494697
EMC8-9	23.29432632	25.42778266	24.09784051	27.58425764	28.49088481	31.48260957		Kbtbd2	9.599085573	10.50895248	9.943760385	13.80790658	13.559467	10.72942077	9.737426549	9.123336451	9.951646487
EMRE	31.40785239	27.97369344	34.07300356	32.92917906	36.33668176	33.31374121		Kbtbd3	1.776637333	2.60641763	1.938182969	2.144280276	2.375018729	2.459664131	2.088691102	2.034438281	2.191271058
ERR	19.69684218	17.25889729	16.97767471	17.57983454	21.32964898	22.01436151		Kbtbd4	6.547531159	6.310853114	5.633235301	8.706076254	6.498284533	7.80396633	7.308098839	7.733723394	7.129032554
ERp60	167.546022	163.8910334	120.2618667	183.0076278	339.2636502	278.1274565		Kbtbd6	0.017131226	0.032397211	0.016759094	0.035723317	0.089542287	0.049121629	0.031648892	0	0.129724267
ETH	0.123044147	0.036427666	0.111003488	0.077895489	0.455915767	0.147818574		Kbtbd7	1.177049857	1.392768853	1.408795816	2.235078454	2.605258261	3.155067191	1.10548613	0.944002269	0.983426072
ETHR	0.32256365	0.213342437	0.35291335	0.254170288	0.298798962	0.296816551		Kbtbd8	0.41943487	0.504764825	0.857949635	0.960775552	1.341966611	0.747117271	0.639863265	0.459107843	0.487246153
Eaat1	34.556956	37.47367051	44.5336516	19.75670563	26.49154072	19.35898251		Kcmf1	29.22856152	26.65604558	30.71205658	27.19737552	31.2014105	24.34062962	34.43776993	35.92544227	31.18002061
Eaat2	0.030997108	0.08947386	0.076900564	0.095663692	0.193815543	0.265322502		Kcna1	0	0	0	0	0	0.003462265	0	0	0
Eaf	13.01148572	12.31824598	12.15591515	13.77172723	13.5161198	14.94420429		Kcna4	0.006389455	0.010572825	0.001562665	0.001665471	0.00333967	0.003053493	0.001475516	0.00147946	0.00755991
Eaf6	4.336689078	2.769388022	3.103986419	5.819847876	5.643980394	7.459577067		Kcna6	4.209860544	4.54630707	2.420007215	6.541832386	6.474340632	10.59672959	0.768605825	0.737334643	0.651367514
Eb1	37.96912768	33.98607331	37.72115209	48.59767592	72.37208009	60.3642871		Kcna7	0.067075044	0.047567621	0.041011258	0.00874187	0.017529548	0.07212346	0.007744815	0.015531038	0.015872443
Ebp	0	0.0179875	0	0.019231882	0.037520864	0.072990859		Kcnab1	2.670375487	3.132621402	2.423775079	1.064559922	0.537406569	0.818926725	1.589490203	1.580513259	1.74366576
EbpII	0	0.045235013	0	0.048364387	0	0.045889401		Kcnab2	0.035998918	0.027231316	0.049303709	0.082574408	0.045158596	0.034407452	0.212818561	0.186714044	0.258967844
EbpIII	275.5182982	264.2173993	260.5743082	239.9087055	305.2447769	260.1264429		Kcnab3	0	0	0	0	0.006550784	0	0.005788468	0	0
EcR	2.166443201	1.957372838	1.661979441	2.829847301	2.520811698	2.788952133		Kcnb1	0.030042953	0.025824929	0.013359249	0.014238141	0.042826337	0.015662614	0.04288831	0.058180477	0.085311322
Ect3	5.774985713	9.397230048	8.495705226	10.09993749	14.560436	13.60099455		Kcnb2	0	0	0	0	0	0.003544985	0	0	0
Ect4	47.77931433	33.45552226	33.68680276	38.08002069	38.57368508	35.34732672		Kcnc1	0	0.007164063	0	0	0	0.007241578	0	0	0.014343098
Edc3	8.561039396	8.003056018	4.766017552	10.18552557	7.993865289	8.070750381		Kcnc2	0	0	0	0.007040537	0	0	0	0	0
Edem1	6.34701001	7.031988394	6.672395049	7.079113206	8.040408433	8.008550271		Kcnc4	0	0	0	0	0	0	0	0	0
Edem2	34.42279254	34.73375738	32.36048314	30.44211969	36.31756921	36.53393946		Kcnd1	0.861906882	0.899112344	0.538549907	0.318878093	0.401095219	0.50491157	0.539334288	0.623180037	0.694776922
Edg78E	0.032022865	0.056882912	0.057778444	0.030409046	0.029663599	0.028852902		Kcnd3	0	0	0	0	0	0	0.004399016	0	0.009015467
Edg91	0	0	0	0	0.094982452	0		Kcne2	0.405885373	0.460546882	0.211769904	0.169276525	0.198006718	0.413804483	0.149969683	0.087716178	0.102450701
Efa6	6.804666789	5.267361094	6.307992268	7.195542734	6.713366576	6.638047772		Kcne3	0.598172692	0.368874985	0.101770252	0.027116404	0.190312156	0.223719749	0.072070923	0.240878622	0.147704185
Efhc1.1	0.108907774	0.107475138	0.207417615	0.21832958	0.156930756	0.239865818		Kcne4	0	0.021235756	0	0	0	0	0.041490494	0	0.08503179
Efhc1.2	0.072238205	0.042772765	0.065169233	0	0	0.010847883		Kcne5	0	0	0	0	0	0.046729342	0	0	0
Efr	36.78042232	38.39670062	37.74879687	39.19188696	40.83333663	36.09733858		Kcng1	0.012211121	0.003848783	0.007963911	0.012731773	0.029785306	0.124493686	0.003759883	0	0.003852805
Egfr	3.935954444	3.242387394	2.923475333	4.09739019	4.153851815	4.052376938		Kcng4	0.007172349	0	0.007016549	0.00747816	0	0	0	0	0
Eglp1	0.033012911	0	0.059564771	0	0.061161408	0.059489884		Kcnh1	0	0	0.014607084	0.015568069	0.007804429	0.010703498	0.003448113	0.003457331	0.028266641
Eglp2	96.27236273	103.1968733	91.60893575	69.72840804	60.28648888	65.23687611		Kcnh2	0.472683549	0.487582655	0.540485916	0.153611718	0.372200969	0.469388901	0.306205935	0.324081418	0.255667333
Eglp3	0.034330499	0.060982013	0.154855198	0.423805003	0.540620738	0.402117323		Kcnh3	0	0.005423186	0.011221667	0.01195993	0	0.027409326	0.021191679	0.031872494	0.021715412
Eglp4	49.19560561	56.88097279	64.86884257	48.47677232	34.74283275	31.47341354		Kcnh4	0.008039694	0.007602015	0.015730106	0.016764974	0.016808899	0	0	0.007446275	0
Egm	14.65292585	14.2452243	13.04040728	17.86318286	19.11843039	17.5117385		Kcnh6	0	0.004945667	0.005116792	0	0	0.004999179	0.00483143	0	0
Ehbp1	17.39868833	16.52278089	17.66777984	18.3409599	18.19014906	18.69540439		Kcnh7	0.00463512	0	0	0	0	0	0	0	0
Eig71Eb	0	0	0	0	0.06077267	0		Kcnip2	0.01139489	0.02154911	0	0	0	0	0.042102726	0.010553819	0.021571629
Eip55E	54.51543936	58.83906067	63.67792437	86.94332957	112.6039455	102.2776014		Kcnip3	0	0	0.00459992	0	0	0	0.008686769	0.004354995	0
Eip63E	13.32527002	11.70469788	12.72994919	15.32737185	16.34992853	16.57673265		Kcnip4	0	0	0	0	0.002800985	0	0	0.00248165	0.010144807
Eip63F-1	26.38015614	28.23216057	28.62934949	22.44609609	26.25722219	26.98778324		Kcnj10	0	0	0.005444925	0.005803141	0.005818346	0.01063954	0	0.005155007	0
Eip71CD	84.11621433	117.3443011	60.90599054	52.77361861	51.62822361	67.87672788		Kcnj12	0	0	0	0	0.005976285	0	0	0	0
Eip74EF	2.717664429	2.640654479	2.709169458	3.670966829	4.204958218	3.814976895		Kcnj13	0	0	0	0	0	0	0.022131564	0	0.022678526
Eip75B	8.435047852	9.560887965	10.52969298	9.225441159	10.06342287	10.27169301		Kcnj14	1.500718647	1.752274543	1.590462726	1.529144059	1.996661175	1.206177975	0.945165671	0.905572678	0.925479071
Eip78C	0.595299503	0.636337659	0.71764504	0.705372941	0.36112076	0.37973128		Kcnj15	0.004455132	0.004212596	0.008716712	0	0	0.008516353	0	0.028884055	0.012650995
Eip93F	7.044631462	6.686024469	5.895029544	6.508811007	10.75845848	9.331775721		Kcnj16	0	0	0	0	0	0	0.014110767	0.007074244	0
Ekar	0.052113952	0.166628066	0.065819975	0.217745553	0.193097949	0.385032308		Kcnj2	0	0	0	0	0.00570759	0.005218505	0.005043397	0	0.00516804
Elal	1.276354903	0.399339357	0.614981853	0.42696579	0.523982817	0.561935597		Kcnj4	0	0	0	0.008472962	0	0	0	0.007526644	0
Elba2	0.601485065	0.442109384	0.243246089	4.687555408	0.672447765	3.064784962		Kcnj6	0	0	0	0.00381309	0	0	0	0	0
Elk	0.202544172	0.246708769	0.308020331	0.357196891	0.13937623	0.208564797		Kcnj9	0.052195311	0.012338453	0	0.027210395	0	0.012471956	0.06026728	0	0.049405386
Elo68alpha	1.354973883	1.027322388	1.16275265	0.847331669	0.551040135	0.50620368		Kcnk1	0.184849001	0.12299746	0.22101889	0.171316002	0.071568693	0.10469752	0.025296091	0.057068356	0.077763785
Elo68beta	0.073728834	0	0	0.035006604	0	0.033215185		Kcnk12	0	0	0.004307381	0	0	0	0	0	0.008335353
EloA	8.796577208	7.477257788	7.955249962	10.50564163	11.86780736	11.34896549		Kcnk13	0	0	0	0	0	0	0	0	0
EloB	52.7219196	45.48116349	45.03994876	49.6020663	51.7370279	54.229638		Kcnk16	0.013009371	0	0	0	0.013599597	0.012434244	0.012017009	0	0
EloC	61.74282571	51.38918817	56.38434046	55.07919767	76.40481348	71.67166623		Kcnk3	0	0	0.007535163	0	0.016103871	0	0	0	0.007290769
Elp1	7.484971771	7.948111532	9.646456056	15.20365602	14.33902634	15.31146922		Kcnk4	0	0	0	0.005085973	0	0.009324676	0.004505892	0	0
Elp2	5.612455005	6.480191879	7.341698375	9.767090724	8.11489947	10.57546378		Kcnk5	5.207823355	5.096949278	4.618398066	9.218997972	5.207793898	18.73868179	1.815005494	1.691017996	2.040910249
Elp3	9.125278922	6.93846341	9.102027809	12.31150123	10.99349225	12.56507467		Kcnk6	0.067556516	0.089430257	0.066089026	0.169048697	0.381356142	0.193709787	0.03744196	0.037542052	0.102312814
EndoA	13.88882696	13.11145634	13.69511442	15.22394737	17.86654956	15.18495438		Kcnk7	0.117414014	0.210941843	0.14932255	0.367260766	0.294578416	0.246891242	0.108457607	0.086998033	0.100024237
EndoB	1.566775641	1.380235429	1.424948105	2.419214082	1.203553861	1.514973165		Kcnma1	0	0	0	0.005780706	0	0.010598407	0.005121387	0.010270156	0
EndoG	6.391581515	7.511909785	7.381633184	8.345524506	7.477417441	8.06738935		Kcnmb1	0	0	0	0	0	0	0	0	0
EndoGI	53.18980975	46.7694229	72.73278996	56.67744644	80.54800093	75.60442267		Kcnmb2	0	0	0.015001267	0	0	0	0	0.014202518	0.014514719
EndoU	1.562423809	1.354245546	1.17177846	1.751819831	1.691438258	1.950508763		Kcnmb4	0.119038319	0.309534227	0.02911313	0.15514227	0.217768258	0.028443947	0.192426516	0.496133795	0.338026573
Eno	137.5235115	131.3599473	130.5728036	165.2658186	209.958428	193.5568031		Kcnn1	0.155310309	0.172395296	0.092483146	0.513959208	0.317654275	0.29688848	0.193363377	0.137592462	0.242883967
Ent1	19.00050387	14.68587272	13.69877982	17.46140757	19.56436206	23.91089111		Kcnn3	0.010364517	0.014700412	0.002534844	0.002701608	0.010834748	0.01981263	0.031115193	0.057596995	0.039242065
Ent2	39.71712027	43.07056036	39.8832972	45.07617628	39.02803046	41.4709347		Kcnn4	14.38423468	13.40365172	17.26694984	24.02576625	16.47600667	31.59846323	3.069603306	3.957183169	2.390554048
Ent3	1.086530191	1.308493033	1.653059672	2.500739366	2.789145708	2.190246663		Kcnq1	0	0	0.00265811	0	0.00852122	0	0.007529604	0	0
Eo	2.135071673	2.528382852	1.816856599	2.832710411	2.202199489	2.974261497		Kcnq3	0.005194325	0.068761656	0.010162983	0.010831596	0.032579926	0.034752832	0.115154369	0.048109252	0.177000462
Eogt	3.694725858	3.149073312	3.034233916	3.713059995	4.005728621	4.821799956		Kcnq5	0.233368528	0.232156916	0.259214721	0.370047311	0.424382306	0.22537506	0.264967826	0.263424659	0.338244848
Epg5	14.72793316	12.57460816	9.911783109	12.60955631	16.16554626	16.9671219		Kcnrg	0.111957973	0.105863007	0.036508659	0.194552636	0.117037428	0.14267794	0.551561363	0.691294782	0.423894538
Ephrin	11.23920575	10.75884811	9.676584169	10.97725904	12.16075776	11.89668898		Kcns3	0.070696466	0.200543302	0.051870577	0.046069242	0.286377674	0.042231917	0.016325925	0.090032626	0.025094109
Ercc1	1.369028041	1.244867559	0.852779427	1.454800754	1.841859707	1.585937697		Kcnt1	0.051449548	0.119410315	0.054907572	0	0.019557738	0.004470457	0.017281799	0.056315993	0.101826196
Erk7	0	0	0.006959611	0	0	0.006950861		Kcnt2	0.004689613	0.013302935	0.018350973	0	0.024511887	0.008964582	0	0.004343467	0
Ero1L	35.68475584	36.76219355	33.76250371	32.62615471	63.12000016	47.41799876		Kcnv1	0	0	0	0	0.007966363	0	0	0	0
Es2	4.441639901	3.754008996	4.89564544	6.61582293	6.984533748	6.196581967		Kcp	0.023606125	0	0	0.044302737	0.009870848	0.013537517	0	0.017490983	0.022344339
Esp	0.69239669	0.454124053	0.288295952	0.273116537	0.483505441	0.556671426		Kctd1	1.421974687	1.281356779	0.873887351	1.602986531	1.048165103	1.49850702	0.999162424	0.94555066	1.041111842
Est-6	33.94978031	22.12807206	20.04326995	14.90286576	30.80833631	23.20759654		Kctd10	54.81657409	53.44535458	55.16775217	90.5620159	67.18960193	68.86917417	80.13159849	82.04585985	76.99414545
Est-P	0.017796615	0.06322503	0.016055102	0.033799479	0.04945638	0		Kctd11	2.68600835	2.855610584	2.573202497	2.698959313	2.575093838	3.551602707	2.442551519	2.397521475	2.67416925
